player,date,time,id,item,itemID,itemString,response,votes,class,instance,boss,difficultyID,mapID,groupSize,gear1,gear2,responseID,isAwardReason,subType,equipLoc,note,owner,Icon URL
Cptplanet-Nightslayer,2025-03-29,21:09:00,1743304228-7,[Wild Growth Spaulders],18810,item:18810::::::::60,BiS,2,SHAMAN,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:23260::::::::60:::::::::|h[Champion's Mail Pauldrons]|h|r,,1,False,Leather,Shoulder,,Blonde-Nightslayer,
Cptplanet-Nightslayer,2025-04-25,20:34:00,1745634935-11,[Gauntlets of Ten Storms],16948,item:16948::::::::60,BiS,2,SHAMAN,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:18527:930:::::::60:::::::::|h[Harmonious Gauntlets]|h|r,,1,False,Mail,Hands,,Blonde-Nightslayer,
Cptplanet-Nightslayer,2025-04-25,20:37:00,1745635158-15,[Greaves of Ten Storms],16949,item:16949::::::::60,BiS,3,SHAMAN,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:16573:911:::::::60:::::::::|h[General's Mail Boots]|h|r,,1,False,Mail,Feet,,Blonde-Nightslayer,
Cptplanet-Nightslayer,2025-05-09,22:43:00,1746852208-11,[Earthfury Helmet],16842,item:16842::::::::60,Offspec,0,SHAMAN,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:16947::::::::60:::::::::|h[Helmet of Ten Storms]|h|r,,3,False,Mail,Head,,Blonde-Nightslayer,
Orktar-Nightslayer,2025-07-18,21:24:00,1752895538-20,[Earthfury Legguards],16843,item:16843::::::::60,Upgrade,0,SHAMAN,Kalimdor-,Garr,0,1,0,|cff0070dd|Hitem:11841::::::::60:::::::::|h[Senior Designer's Pantaloons]|h|r,,2,False,Mail,Legs,,Blonde-Nightslayer,
Orktar-Nightslayer,2025-07-19,19:55:00,1752976475-12,[Legplates of Ten Storms],16946,item:16946::::::::60,Upgrade,0,SHAMAN,Kalimdor-,Ragnaros,0,1,0,|cffa335ee|Hitem:16843::::::::60:::::::::|h[Earthfury Legguards]|h|r,,2,False,Mail,Legs,,Blonde-Nightslayer,
Orktar-Nightslayer,2025-07-25,20:45:00,1753497924-2,[Boots of the Fallen Prophet],21705,item:21705::::::::60,Upgrade,0,SHAMAN,Ahn'Qiraj Temple-40 Player,Twin Emperors,9,531,40,|cff0070dd|Hitem:18322::::::::60:::::::::|h[Waterspout Boots]|h|r,,2,False,Mail,Feet,,Blonde-Nightslayer,
Raising-Nightslayer,2025-03-21,22:09:00,1742616534-10,[Red Dragonscale Protector],19348,item:19348::::::::60,Mainspec/Need,4,SHAMAN,Blackwing Lair-40 Player,Firemaw,9,469,40,|cff0070dd|Hitem:17718::::::::60:::::::::|h[Gizlock's Hypertech Buckler]|h|r,,1,False,Shields,Off Hand,,Blonde-Nightslayer,
Raising-Nightslayer,2025-03-28,20:49:00,1743216612-8,[Bracers of Ten Storms],16943,item:16943::::::::60,BiS,6,SHAMAN,Blackwing Lair-40 Player,Ebonroc,9,469,40,|cff0070dd|Hitem:13107::::::::60:::::::::|h[Magiskull Cuffs]|h|r,,1,False,Mail,Wrist,helped westrn get hoj,Blonde-Nightslayer,
Raising-Nightslayer,2025-03-29,21:23:00,1743305103-18,[Earthfury Gauntlets],16839,item:16839::::::::60,Upgrade,2,SHAMAN,Kalimdor-,Ragnaros,0,1,0,|cff0070dd|Hitem:12554::::::::60:::::::::|h[Hands of the Exalted Herald]|h|r,,2,False,Mail,Hands,,Blonde-Nightslayer,
Raising-Nightslayer,2025-04-11,22:33:00,1744432499-17,[Natural Alignment Crystal],19344,item:19344::::::::60,BiS,2,SHAMAN,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:18471::::::::60:::::::::|h[Royal Seal of Eldre'Thalas]|h|r,|cff0070dd|Hitem:12930::::::::60:::::::::|h[Briarwood Reed]|h|r,1,False,Miscellaneous,Trinket,,Blonde-Nightslayer,
Raising-Nightslayer,2025-04-25,22:11:00,1745640748-33,[Helm of the Lifegiver],18870,item:18870::::::::60,Upgrade,2,SHAMAN,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:16842::::::::60:::::::::|h[Earthfury Helmet]|h|r,,2,False,Mail,Head,,Blonde-Nightslayer,
Raising-Nightslayer,2025-05-02,20:26:00,1746239229-4,[Belt of Ten Storms],16944,item:16944::::::::60,BiS,2,SHAMAN,Blackwing Lair-40 Player,Firemaw,9,469,40,|cff0070dd|Hitem:18391::::::::60:::::::::|h[Eyestalk Cord]|h|r,,1,False,Mail,Waist,,Blonde-Nightslayer,
Raising-Nightslayer,2025-05-02,21:38:00,1746243532-13,[Epaulets of Ten Storms],16945,item:16945::::::::60,Offspec,1,SHAMAN,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:18810::::::::60:::::::::|h[Wild Growth Spaulders]|h|r,,3,False,Mail,Shoulder,,Blonde-Nightslayer,
Raising-Nightslayer,2025-05-23,20:27:00,1748053696-2,[Pure Elementium Band],19382,item:19382::::::::60,BiS,0,SHAMAN,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:12545::::::::60:::::::::|h[Eye of Orgrimmar]|h|r,|cff0070dd|Hitem:16058::::::::60:::::::::|h[Fordring's Seal]|h|r,1,False,Miscellaneous,Finger,,Blonde-Nightslayer,
Raising-Nightslayer,2025-05-30,20:04:00,1748657128-0,[Pendant of the Fallen Dragon],19371,item:19371::::::::60,Upgrade,0,SHAMAN,Blackwing Lair-40 Player,Firemaw,9,469,40,|cff0070dd|Hitem:13141::::::::60:::::::::|h[Tooth of Gnarr]|h|r,,2,False,Miscellaneous,Neck,,Blonde-Nightslayer,
Raising-Nightslayer,2025-06-02,19:24:00,1748913958-0,[Helmet of Ten Storms],16947,item:16947::::::::60,Upgrade,0,SHAMAN,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cffa335ee|Hitem:18870::::::::60:::::::::|h[Helm of the Lifegiver]|h|r,,2,False,Mail,Head,,Blonde-Nightslayer,
Raising-Nightslayer,2025-06-13,20:10:00,1749867072-11,[Lok'amir il Romathis],19360,item:19360::::::::60,BiS,0,SHAMAN,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:19890:2505:::::::60:::::::::|h[Jin'do's Hexxer]|h|r,,1,False,One-Handed Maces,Main Hand,,Blonde-Nightslayer,
Raising-Nightslayer,2025-06-13,21:15:00,1749870996-6,[Earthfury Vestments],16841,item:16841::::::::60,Offspec,0,SHAMAN,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:19828::::::::60:::::::::|h[Zandalar Augur's Hauberk]|h|r,,3,False,Mail,Chest,,Blonde-Nightslayer,
Raising-Nightslayer,2025-06-13,21:15:00,1749871003-7,[Crown of Destruction],18817,item:18817::::::::60,Offspec,0,SHAMAN,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:16947::::::::60:::::::::|h[Helmet of Ten Storms]|h|r,,3,False,Mail,Head,,Blonde-Nightslayer,
Raising-Nightslayer,2025-07-25,20:46:00,1753497991-3,[Sartura's Might],21666,item:21666::::::::60,BiS,0,SHAMAN,Ahn'Qiraj Temple-40 Player,Twin Emperors,9,531,40,|cffa335ee|Hitem:19348::::::::60:::::::::|h[Red Dragonscale Protector]|h|r,,1,False,Miscellaneous,Held In Off-hand,,Blonde-Nightslayer,
Raisingdead-Nightslayer,2025-05-10,19:49:00,1746928209-2,[Helmet of Ten Storms],16947,item:16947::::::::60,Offspec,0,SHAMAN,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:12587::::::::60:::::::::|h[Eye of Rend]|h|r,,3,False,Mail,Head,,Blonde-Nightslayer,
Raisingdead-Nightslayer,2025-05-10,21:00:00,1746932505-11,[Seal of Jin],19898,item:19898::::::::60,BiS,0,SHAMAN,Zul'Gurub-20 Player,High Priest Thekal,148,309,20,|cffa335ee|Hitem:19325::::::::60:::::::::|h[Don Julio's Band]|h|r,|cff0070dd|Hitem:17713::::::::60:::::::::|h[Blackstone Ring]|h|r,1,False,Miscellaneous,Finger,,Blonde-Nightslayer,
Raisingdead-Nightslayer,2025-05-17,19:26:00,1747531693-0,[Head of Onyxia],18422,item:18422::::::::60,BiS,0,SHAMAN,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,1,False,Quest,,,Blonde-Nightslayer,
Sinjilla-Nightslayer,2025-05-16,20:37:00,1747449529-14,[Breastplate of Ten Storms],16950,item:16950::::::::60,BiS,0,SHAMAN,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:15047::::::::60:::::::::|h[Red Dragonscale Breastplate]|h|r,,1,False,Mail,Chest,,Blonde-Nightslayer,
Sinjilla-Nightslayer,2025-05-16,21:58:00,1747454391-33,[Malistar's Defender],17106,item:17106::::::::60,Upgrade,0,SHAMAN,Molten Core-40 Player,Ragnaros,9,409,40,|cff1eff00|Hitem:15987::::::2041:1059455488:60:::::::::|h[Astral Orb of Healing]|h|r,,2,False,Shields,Off Hand,,Blonde-Nightslayer,
Sinjilla-Nightslayer,2025-05-30,21:47:00,1748663300-6,[Earthfury Gauntlets],16839,item:16839::::::::60,Upgrade,0,SHAMAN,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:13253::::::::60:::::::::|h[Hands of Power]|h|r,,2,False,Mail,Hands,,Blonde-Nightslayer,
Sinjilla-Nightslayer,2025-05-30,21:49:00,1748663407-11,[Salamander Scale Pants],18875,item:18875::::::::60,Upgrade,0,SHAMAN,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:19683::::::::60:::::::::|h[Bloodvine Leggings]|h|r,,2,False,Leather,Legs,,Blonde-Nightslayer,
Sinjilla-Nightslayer,2025-05-30,21:50:00,1748663480-14,[Deep Earth Spaulders],18829,item:18829::::::::60,BiS,0,SHAMAN,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:18681::::::::60:::::::::|h[Burial Shawl]|h|r,,1,False,Mail,Shoulder,,Blonde-Nightslayer,
Vessas-Nightslayer,2025-03-21,18:49:00,1742604533-0,[Helmet of Ten Storms],16947,item:16947::::::::60,Mainspec/Need,6,SHAMAN,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:12960::::::1504:1744174464:60:::::::::|h[Tribal War Feathers of Nature Resistance]|h|r,,1,False,Mail,Head,,Onyxia,
Vessas-Nightslayer,2025-03-28,22:15:00,1743221824-12,[Emberweave Leggings],19433,item:19433::::::::60,Offspec,3,SHAMAN,Kalimdor-,Chromaggus,0,1,0,|cff0070dd|Hitem:18386::::::::60:::::::::|h[Padre's Trousers]|h|r,,3,False,Mail,Legs,,Blonde-Nightslayer,
Vessas-Nightslayer,2025-03-29,21:13:00,1743304501-12,[Aurastone Hammer],17105,item:17105::::::::60,BiS,4,SHAMAN,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:18491:803:::::::60:::::::::|h[Lorespinner]|h|r,|cffa335ee|Hitem:19312::::::::60:::::::::|h[Lei of the Lifegiver]|h|r,1,False,One-Handed Maces,One-Hand,,Blonde-Nightslayer,
Vessas-Nightslayer,2025-04-04,22:43:00,1743828257-8,[Pure Elementium Band],19382,item:19382::::::::60,BiS,6,SHAMAN,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:13178::::::::60:::::::::|h[Rosewine Circle]|h|r,|cff0070dd|Hitem:18395::::::::60:::::::::|h[Emerald Flame Ring]|h|r,1,False,Miscellaneous,Finger,,Blonde-Nightslayer,
Vessas-Nightslayer,2025-04-05,20:38:00,1743907200-5,[Malistar's Defender],17106,item:17106::::::::60,Offspec,1,SHAMAN,Molten Core-40 Player,Unknown,9,409,40,|cffa335ee|Hitem:19312::::::::60:::::::::|h[Lei of the Lifegiver]|h|r,,3,False,Shields,Off Hand,,Blonde-Nightslayer,
Vessas-Nightslayer,2025-04-05,20:43:00,1743907500-10,[Deep Earth Spaulders],18829,item:18829::::::::60,Offspec,2,SHAMAN,Molten Core-40 Player,Unknown,9,409,40,|cff0070dd|Hitem:23260::::::::60:::::::::|h[Champion's Mail Pauldrons]|h|r,,3,False,Mail,Shoulder,,Blonde-Nightslayer,
Vessas-Nightslayer,2025-04-11,21:17:00,1744427944-7,[Greaves of Ten Storms],16949,item:16949::::::::60,Upgrade,4,SHAMAN,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cff0070dd|Hitem:11822:911:::::::60:::::::::|h[Omnicast Boots]|h|r,,2,False,Mail,Feet,LF 3 set for t2 but in belt and bracer?,Blonde-Nightslayer,
Vessas-Nightslayer,2025-04-25,20:28:00,1745634592-2,[Shroud of Pure Thought],19430,item:19430::::::::60,BiS,2,SHAMAN,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:15138::::::::60:::::::::|h[Onyxia Scale Cloak]|h|r,,1,False,Cloth,Back,,Blonde-Nightslayer,
Vessas-Nightslayer,2025-04-25,21:59:00,1745640068-26,[Wild Growth Spaulders],18810,item:18810::::::::60,BiS,0,SHAMAN,Molten Core-40 Player,Majordomo Executus,9,409,40,|cff0070dd|Hitem:23260::::::::60:::::::::|h[Champion's Mail Pauldrons]|h|r,,1,False,Leather,Shoulder,,Blonde-Nightslayer,
Vessas-Nightslayer,2025-05-10,21:28:00,1746934170-14,[Primal Hakkari Girdle],19719,item:19719::::::::60,Upgrade,0,SHAMAN,Zul'Gurub-20 Player,Hakkar,148,309,20,,,2,False,Quest,,,Blonde-Nightslayer,
Vessas-Nightslayer,2025-05-10,21:43:00,1746935052-21,[Mar'li's Eye],19930,item:19930::::::::60,BiS,0,SHAMAN,Zul'Gurub-20 Player,Gahz'ranka,148,309,20,|cffa335ee|Hitem:17064::::::::60:::::::::|h[Shard of the Scale]|h|r,|cff0070dd|Hitem:18471::::::::60:::::::::|h[Royal Seal of Eldre'Thalas]|h|r,1,False,Miscellaneous,Trinket,,Blonde-Nightslayer,
Vessas-Nightslayer,2025-06-27,20:16:00,1751077010-14,[Gauntlets of Ten Storms],16948,item:16948::::::::60,BiS,0,SHAMAN,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:22867::::::::60:::::::::|h[Blood Guard's Mail Vices]|h|r,,1,False,Mail,Hands,,Blonde-Nightslayer,
Vessas-Nightslayer,2025-06-27,21:06:00,1751080013-31,[Drillborer Disk],17066,item:17066::::::::60,Offspec,0,SHAMAN,Molten Core-40 Player,Garr,9,409,40,|cffa335ee|Hitem:19312::::::::60:::::::::|h[Lei of the Lifegiver]|h|r,,3,False,Shields,Off Hand,,Blonde-Nightslayer,
Vessas-Nightslayer,2025-07-11,21:48:00,1752292141-10,[Choker of Enlightenment],17109,item:17109::::::::60,BiS,0,SHAMAN,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:13141::::::::60:::::::::|h[Tooth of Gnarr]|h|r,,1,False,Miscellaneous,Neck,,Blonde-Nightslayer,
Vessas-Nightslayer,2025-07-19,19:43:00,1752975758-1,[Hyperthermically Insulated Lava Dredger],18803,item:18803::::::::60,Offspec,0,SHAMAN,Molten Core-40 Player,Majordomo Executus,9,409,40,|cffa335ee|Hitem:17105:2505:::::::60:::::::::|h[Aurastone Hammer]|h|r,|cffa335ee|Hitem:19312::::::::60:::::::::|h[Lei of the Lifegiver]|h|r,3,False,Two-Handed Maces,Two-Hand,,Blonde-Nightslayer,
Vessas-Nightslayer,2025-07-19,19:44:00,1752975827-6,[Wild Growth Spaulders],18810,item:18810::::::::60,BiS,0,SHAMAN,Molten Core-40 Player,Majordomo Executus,9,409,40,|cffa335ee|Hitem:18810:2605:::::::60:::::::::|h[Wild Growth Spaulders]|h|r,,1,False,Leather,Shoulder,already have it,Blonde-Nightslayer,
Greenmember-Nightslayer,2025-06-21,20:34:00,1750559674-8,[Deep Earth Spaulders],18829,item:18829::::::::60,Offspec,0,SHAMAN,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:18810::::::::60:::::::::|h[Wild Growth Spaulders]|h|r,,3,False,Mail,Shoulder,,Blonde-Nightslayer,
Shammbulance-Nightslayer,2025-03-20,21:01:00,1742526200-9,[Helm of the Lifegiver],18870,item:18870::::::::60,Mainspec/Need,5,SHAMAN,Molten Core-40 Player,Majordomo Executus,9,409,40,|cffa335ee|Hitem:16947:2544:::::::60:::::::::|h[Helmet of Ten Storms]|h|r,,1,False,Mail,Head,,Blonde-Nightslayer,
Shammbulance-Nightslayer,2025-03-20,21:10:00,1742526749-19,[Earthfury Epaulets],16844,item:16844::::::::60,Mainspec/Need,6,SHAMAN,Molten Core-40 Player,Majordomo Executus,9,409,40,|cff0070dd|Hitem:14548::::::::60:::::::::|h[Royal Cap Spaulders]|h|r,,1,False,Mail,Shoulder,,Blonde-Nightslayer,
Shammbulance-Nightslayer,2025-03-28,20:49:00,1743216632-9,[Primalist's Linked Legguards],19401,item:19401::::::::60,Offspec,7,SHAMAN,Blackwing Lair-40 Player,Ebonroc,9,469,40,|cff0070dd|Hitem:18386:2544:::::::60:::::::::|h[Padre's Trousers]|h|r,,3,False,Mail,Legs,,Blonde-Nightslayer,
Shammbulance-Nightslayer,2025-03-29,21:05:00,1743304004-5,[Earthfury Vestments],16841,item:16841::::::::60,BiS,3,SHAMAN,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:13346:1893:::::::60:::::::::|h[Robes of the Exalted]|h|r,,1,False,Mail,Chest,,Blonde-Nightslayer,
Shammbulance-Nightslayer,2025-04-04,21:04:00,1743822361-9,[Red Dragonscale Protector],19348,item:19348::::::::60,BiS,3,SHAMAN,Blackwing Lair-40 Player,Unknown,9,469,40,|cffa335ee|Hitem:19312::::::::60:::::::::|h[Lei of the Lifegiver]|h|r,,1,False,Shields,Off Hand,,Blonde-Nightslayer,
Shammbulance-Nightslayer,2025-04-19,20:35:00,1745116598-3,[Earthfury Boots],16837,item:16837::::::::60,Upgrade,1,SHAMAN,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:16573::::::::60:::::::::|h[General's Mail Boots]|h|r,,2,False,Mail,Feet,"could use for 8-set, but probably better to give 5-set to others",Blonde-Nightslayer,
Shammbulance-Nightslayer,2025-04-19,20:41:00,1745116967-10,[Wild Growth Spaulders],18810,item:18810::::::::60,BiS,1,SHAMAN,Kalimdor-,Ragnaros,0,1,0,|cffa335ee|Hitem:16844::::::::60:::::::::|h[Earthfury Epaulets]|h|r,,1,False,Leather,Shoulder,,Blonde-Nightslayer,
Shammbulance-Nightslayer,2025-04-19,20:59:00,1745118039-12,[Shard of the Scale],17064,item:17064::::::::60,BiS,3,SHAMAN,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:18471::::::::60:::::::::|h[Royal Seal of Eldre'Thalas]|h|r,|cff0070dd|Hitem:12930::::::::60:::::::::|h[Briarwood Reed]|h|r,1,False,Miscellaneous,Trinket,,Blonde-Nightslayer,
Shammbulance-Nightslayer,2025-04-25,20:29:00,1745634646-3,[Empowered Leggings],19385,item:19385::::::::60,BiS,0,SHAMAN,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:18386:2544:::::::60:::::::::|h[Padre's Trousers]|h|r,,1,False,Cloth,Legs,,Blonde-Nightslayer,
Shammbulance-Nightslayer,2025-04-25,21:24:00,1745637941-24,[Earthfury Legguards],16843,item:16843::::::::60,BiS,0,SHAMAN,Molten Core-40 Player,Garr,9,409,40,|cffa335ee|Hitem:19385::::::::60:::::::::|h[Empowered Leggings]|h|r,,1,False,Mail,Legs,"helmet also dropped, would give me 8/8 EF, but just got pants",Blonde-Nightslayer,
Shammbulance-Nightslayer,2025-04-25,22:09:00,1745640629-31,[Malistar's Defender],17106,item:17106::::::::60,Upgrade,0,SHAMAN,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:19348:929:::::::60:::::::::|h[Red Dragonscale Protector]|h|r,,2,False,Shields,Off Hand,"mp5 is different, not better than my current shield tho i think",Blonde-Nightslayer,
Shammbulance-Nightslayer,2025-05-02,21:38:00,1746243527-12,[Epaulets of Ten Storms],16945,item:16945::::::::60,Upgrade,1,SHAMAN,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:18810::::::::60:::::::::|h[Wild Growth Spaulders]|h|r,,2,False,Mail,Shoulder,,Blonde-Nightslayer,
Shammbulance-Nightslayer,2025-05-03,21:57:00,1746331106-6,[Jin'do's Evil Eye],19885,item:19885::::::::60,BiS,0,SHAMAN,Zul'Gurub-20 Player,Jin'do the Hexxer,148,309,20,|cff0070dd|Hitem:18723::::::::60:::::::::|h[Animated Chain Necklace]|h|r,,1,False,Miscellaneous,Neck,,Blonde-Nightslayer,
Shammbulance-Nightslayer,2025-05-09,20:53:00,1746845651-5,[Belt of Ten Storms],16944,item:16944::::::::60,BiS,0,SHAMAN,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:16838::::::::60:::::::::|h[Earthfury Belt]|h|r,,1,False,Mail,Waist,would give me 3-set,Blonde-Nightslayer,
Shammbulance-Nightslayer,2025-05-09,22:40:00,1746852062-6,[Legplates of Ten Storms],16946,item:16946::::::::60,Upgrade,0,SHAMAN,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:19385::::::::60:::::::::|h[Empowered Leggings]|h|r,,2,False,Mail,Legs,"i have really good pants already, but it is ten storms, not sure",Ragnaros,
Shammbulance-Nightslayer,2025-05-16,21:56:00,1747454296-31,[Hyperthermically Insulated Lava Dredger],18803,item:18803::::::::60,Offspec,0,SHAMAN,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:23464:2505:::::::60:::::::::|h[High Warlord's Battle Mace]|h|r,|cffa335ee|Hitem:19348:929:::::::60:::::::::|h[Red Dragonscale Protector]|h|r,3,False,Two-Handed Maces,Two-Hand,,Blonde-Nightslayer,
Shammbulance-Nightslayer,2025-05-23,20:31:00,1748053898-10,[Breastplate of Ten Storms],16950,item:16950::::::::60,Upgrade,1,SHAMAN,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:13346:1893:::::::60:::::::::|h[Robes of the Exalted]|h|r,,2,False,Mail,Chest,would be a nice upgrade so i could replace shoulders,Blonde-Nightslayer,
Shammbulance-Nightslayer,2025-05-23,20:34:00,1748054118-13,[Primalist's Linked Waistguard],19393,item:19393::::::::60,Offspec,1,SHAMAN,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:16944::::::::60:::::::::|h[Belt of Ten Storms]|h|r,,3,False,Mail,Waist,i could use for shaman tanking in dungeons/ele,Blonde-Nightslayer,
Shammbulance-Nightslayer,2025-05-23,21:55:00,1748059009-8,[Fireproof Cloak],18811,item:18811::::::::60,Offspec,0,SHAMAN,Molten Core-40 Player,Majordomo Executus,9,409,40,|cffa335ee|Hitem:18510:1888:::::::60:::::::::|h[Hide of the Wild]|h|r,,3,False,Cloth,Back,offspec shaman tank? not sure,Blonde-Nightslayer,
Shammbulance-Nightslayer,2025-05-30,21:50:00,1748663474-13,[Band of Sulfuras],19138,item:19138::::::::60,Upgrade,0,SHAMAN,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:16058::::::::60:::::::::|h[Fordring's Seal]|h|r,|cffa335ee|Hitem:19140::::::::60:::::::::|h[Cauterizing Band]|h|r,2,False,Miscellaneous,Finger,"could use for dungeons, but if someone needs for raiding",Blonde-Nightslayer,
Shammbulance-Nightslayer,2025-06-06,21:49:00,1749268285-6,[Shard of the Flame],17082,item:17082::::::::60,Offspec,0,SHAMAN,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:19950::::::::60:::::::::|h[Zandalarian Hero Charm]|h|r,|cff0070dd|Hitem:12930::::::::60:::::::::|h[Briarwood Reed]|h|r,3,False,Miscellaneous,Trinket,,Ragnaros,
Shammbulance-Nightslayer,2025-06-14,19:17:00,1749950335-1,[Sapphiron Drape],17078,item:17078::::::::60,Offspec,0,SHAMAN,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cffa335ee|Hitem:18510:1888:::::::60:::::::::|h[Hide of the Wild]|h|r,,3,False,Cloth,Back,,Blonde-Nightslayer,
Shammbulance-Nightslayer,2025-06-27,20:13:00,1751076825-7,[Greaves of Ten Storms],16949,item:16949::::::::60,Upgrade,0,SHAMAN,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:16573:911:::::::60:::::::::|h[General's Mail Boots]|h|r,,2,False,Mail,Feet,,Blonde-Nightslayer,
Shammbulance-Nightslayer,2025-07-18,20:32:00,1752892385-14,[Rejuvenating Gem],19395,item:19395::::::::60,BiS,0,SHAMAN,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:19950::::::::60:::::::::|h[Zandalarian Hero Charm]|h|r,|cff0070dd|Hitem:12930::::::::60:::::::::|h[Briarwood Reed]|h|r,1,False,Miscellaneous,Trinket,,Blonde-Nightslayer,
Shammbulance-Nightslayer,2025-07-25,21:40:00,1753501228-13,[Vek'lor's Diadem],20930,item:20930::::::::60,BiS,0,SHAMAN,Ahn'Qiraj Temple-40 Player,Twin Emperors,9,531,40,|cffa335ee|Hitem:16950:1893:::::::60:::::::::|h[Breastplate of Ten Storms]|h|r,,1,False,Quest,,,Blonde-Nightslayer,
Shammbulance-Nightslayer,2025-07-25,21:49:00,1753501760-17,[Qiraji Bindings of Dominance],20932,item:20932::::::::60,BiS,0,SHAMAN,Ahn'Qiraj Temple-40 Player,Viscidus,9,531,40,|cffa335ee|Hitem:18810:2604:::::::60:::::::::|h[Wild Growth Spaulders]|h|r,|cffa335ee|Hitem:16949:911:::::::60:::::::::|h[Greaves of Ten Storms]|h|r,1,False,Quest,,,Blonde-Nightslayer,
Deadlydonut-Nightslayer,2025-03-28,20:44:00,1743216360-3,[The Black Book],19337,item:19337::::::::60,Upgrade,5,WARLOCK,Blackwing Lair-40 Player,Ebonroc,9,469,40,|cff0070dd|Hitem:18467::::::::60:::::::::|h[Royal Seal of Eldre'Thalas]|h|r,|cff0070dd|Hitem:13968::::::::60:::::::::|h[Eye of the Beast]|h|r,2,False,Miscellaneous,Trinket,,Blonde-Nightslayer,
Deadlydonut-Nightslayer,2025-04-05,20:54:00,1743908204-21,[Talisman of Ephemeral Power],18820,item:18820::::::::60,BiS,1,WARLOCK,Molten Core-40 Player,Unknown,9,409,40,|cff0070dd|Hitem:18467::::::::60:::::::::|h[Royal Seal of Eldre'Thalas]|h|r,|cff0070dd|Hitem:13968::::::::60:::::::::|h[Eye of the Beast]|h|r,1,False,Miscellaneous,Trinket,,Blonde-Nightslayer,
Deadlydonut-Nightslayer,2025-05-09,20:56:00,1746845819-8,[Ebony Flame Gloves],19407,item:19407::::::::60,BiS,0,WARLOCK,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:17588:930:::::::60:::::::::|h[General's Dreadweave Gloves]|h|r,,1,False,Cloth,Hands,,Blonde-Nightslayer,
Deadlydonut-Nightslayer,2025-05-09,22:34:00,1746851686-0,[Felheart Slippers],16803,item:16803::::::::60,Offspec,0,WARLOCK,Molten Core-40 Player,Unknown,9,409,40,|cff0070dd|Hitem:19684:911:::::::60:::::::::|h[Bloodvine Boots]|h|r,,3,False,Cloth,Feet,,Blonde-Nightslayer,
